Area di servizio Canili di Verghereto,43.7649763,12.0368266
CAI 135,43.8406746,12.0653758
CAI 149,43.8460850,12.0403231
CAI 153,43.8295696,12.0183893
CAI 157,43.8231248,12.0181289
CAI 161,43.8199580,12.0029850
CAI 165,43.8297547,12.0228753
CAI 169,43.8176324,12.0079680
CAI 173,43.7886114,11.9983445
Case Travaglio,43.8411381,12.1012929
montione-cai 00,43.7760069,11.9631552
Piazza San Francesco,43.8374032,12.0740399
Poggio Grosso,43.8748902,12.0580921
Ponte del rio,43.8547755,12.0918167
Sentiero di Collegamento,43.7988040,12.0835825
Sentiero M.Corvo,43.8544139,12.1138524
Strada Arenicci,43.8320317,12.1335148
Strada Caidagnoli,43.8336736,12.1096331
Strada Casina,43.7908118,12.0065078
Strada Castel Priore,43.8233218,12.1214463
Strada Colle Verde,43.7558900,12.0940231
Strada Colorio,43.7534541,12.0837402
Strada Comunale Alfero,43.8499388,12.0752898
Strada Comunale PARA,43.8724361,12.0907776
Strada del Granducato,43.7809316,12.0955272
Strada Dogana,43.7820379,12.0814867
Strada Mercatale,43.7838689,12.0309763
Strada Montecoronaro,43.7864211,12.0343536
Strada Osseto,43.8166050,12.1028754
Strada Pastorale,43.8331040,12.1295175
Strada Pereto,43.8342103,12.1069790
Strada per Montione,43.7809563,11.9961063
Strada Poggio Mula d'Oro,43.7864828,12.0387133
Strada Riccio,43.8103115,12.1167791
Strada Rifugio Belvedere,43.7897740,12.0727141
Strada Rifugio Biancaneve,43.7948364,12.0736158
Strada Statale 3 bis Tiberina,43.7921760,12.0022310
Strada Tavolicci,43.8402107,12.1360422
Tratto boschivo,43.8055367,12.0794956
Variante Domenico.P,43.8531831,12.0404494
Via Aldo Moro,43.8480438,12.0574627
Via Alfero,43.8477549,12.0575378
Via Batticce,43.7760842,12.0958697
Via Ca' di Rotoli,43.7777495,12.0933784
Via Ca' di Zucchero,43.8400763,12.0724082
Via Cameragio,43.7847504,12.0340590
Via Campo Madonna,43.7773704,12.0897613
Via Case Sparse,43.8355785,12.0701832
Via Chiessaia,43.7843329,12.0322005
Via dei Laghi,43.8452556,12.0586547
Via della Circonvallazione,43.7774588,12.0939234
Via della Colombaia,43.8089046,12.1071167
Via della Fonte,43.7783312,12.0945917
Via del Lago,43.8549023,12.0924016
Via della Terra,43.7729107,12.0897932
Via della Valla,43.7849686,12.0295583
Via delle Pastorelle,43.7773081,12.0918971
Via delle Velle,43.8068070,12.1141857
Via del Prato,43.8470964,12.0598058
Via Don Gino Saragoni,43.8484010,12.0535208
Via Don Quinto Sicuro,43.8070908,12.1058339
Via Francesco Babbini,43.8467044,12.0572393
Via Giovanni Pascoli,43.8525514,12.0522893
Via Lamoni,43.7763754,12.0961345
Via La Straniera,43.7916076,12.0728658
Via Leopardi,43.8471823,12.0546491
Via Madre Teresa di Calcutta,43.8454115,12.0572915
Via Marecchiese,43.7780437,12.0937668
Via Molini,43.8448864,12.0568886
Via Nuova,43.7769906,12.0896737
Via Padre Francesco Guerra,43.7740965,12.0801213
Via Padre Roberto Guerra,43.8472297,12.0560025
Via Pinetina,43.7929555,12.0061633
Via Roma,43.7933555,12.0044923
Via Romagna,43.7973580,12.0028170
Via Ronco d'Asino,43.8066553,12.0468065
Via San Giorgio,43.8371381,12.0738814
via Santa Barbara,43.8359496,12.0664730
Via Santa Barbara,43.8341712,12.0655659
Via Sant'Alberico,43.7783675,12.0951930
Via Santa Lucia,43.8375953,12.0706753
Via Sant'Andrea,43.8461405,12.0569842
Via Santa Rita,43.8371714,12.0682570
Via Savio,43.7881067,12.0361117
Via Serra,43.7752742,12.0885058
Via Tevere,43.7763798,12.0823482
Via Tiberina,43.7500311,12.0290555
Via Trappola,43.8278760,12.0790786
Via Umbria,43.7926101,12.0051049
Villa Sotto,43.8426757,12.0983717
ammannatoia - seghettina,43.8569311,11.8238972
Antica Mulattiera di Corzano,43.8555298,11.9706814
Bleda - Capaccio,43.9270394,11.8888706
Bleda - Gualchiera,43.9230628,11.8754218
BT7-CAI 213,43.8651283,11.9228914
CAI 149,43.8390846,12.0361947
CAI 153,43.8377761,12.0106783
CAI 155,43.8797850,11.9789236
CAI 157,43.8231248,12.0181289
CAI 161,43.8317404,11.9637287
CAI 165,43.8297547,12.0228753
CAI 169,43.8418820,12.0033956
CAI 201,43.8942232,11.9628145
CAI 211,43.8699582,11.8910723
CAI 213,43.8669599,11.8982066
CAI 231,43.8648156,11.8607071
CAI 235,43.8471185,11.8419286
CAI V213,43.8687760,11.8988980
Cai XXX - Rondinaia - Valli,43.9096660,11.8880407
Cammino di S. Vicinio,43.9364420,12.0894466
chiardovo freeride,43.8327089,11.9353254
collegamento Casetta - sentiero Vestrucci,43.9045007,11.8795011
Culmolle - Poggio alla Lastra,43.9013748,11.9122901
Culmolle - Valcupa,43.8989903,11.9160177
Farnetino - ?,43.9179742,11.8694941
Farnetino - Farnetone,43.9131067,11.8717996
Farnetone Casetta Raggiolo,43.9078826,11.8789936
Farnetone - Rondinaia,43.9111414,11.8760593
Fattoria Caiconti,43.8884463,12.0647023
Gualchiera - ?,43.9185434,11.8698180
Il Monte - Fosso Corneta,43.9081215,11.8871122
Il Monte - Raggiolo,43.9052578,11.8886628
il Trogo,43.8572970,11.8791423
Isola - Ridracoli,43.9249831,11.8760524
lama - seghettina,43.8484290,11.8272277
Largo del Comune,43.8578103,11.9768479
Largo del Palagio,43.8342660,11.9588265
Largo Mouties,43.8576799,11.9765161
mulattiera monte comero,43.8387816,11.9961774
Papy trail,43.9012013,12.0727883
Piazza Bettino Ricasoli,43.8338508,11.9594494
Piazza Salvador Allende,43.8583548,11.9755774
Piazzetta delle Terme,43.8334105,11.9589423
Poggio alla Lastra - Ridracoli,43.8935189,11.8978285
Poggio Grosso,43.8748902,12.0580921
ponte alla sega,43.8510557,11.8229929
Ponte dei Faggi,43.8714798,11.8925027
Ponte di Valbona,43.9096450,11.9067950
ponte rotto sul bidente di pietrapazza,43.8451484,11.8970685
ponte sul bidente di pietrapazza,43.8668652,11.8918089
ponticino di pietra,43.8708780,11.8732931
Raggiolo - Casetta,43.9040375,11.8816656
Rondinaia - Bleda,43.9181535,11.8818683
san paolo - seghettina,43.8512820,11.8228059
Santa Sofia - Poggio Alla Lastra - Pietrapazza,43.8922137,11.9029611
Santa Sofia - Poggio alla Lastra - Pietrapazza - Mandrioli,43.8860796,11.9006318
seghettina - fosso della lama,43.8495424,11.8323321
senitiero cieco,43.9051217,11.8818129
senteiro che va boh,43.8700006,11.8724335
sentiero alpino vestrucci,43.9100596,11.8723826
Sentiero degli Gnomi,43.8334593,11.9608565
Sentiero del lago,43.8829611,12.0841709
Sentiero del partigiano,43.8674745,11.8794555
sentiero inesplorato,43.9051044,11.8793287
sentiero inventato,43.8435932,11.8961365
