Contrada San Nicolao,42.1399012,14.0314025
dal pelino al manzini,42.0924487,14.0854475
Lama Bianca-Fonte della Chiesa,42.0921135,14.0482496
Orto Botanico,42.1204391,14.0265963
P (Sentiero del Parco),42.0875695,14.0847391
Q3 - Q6,42.0880747,13.9969132
Sentiero H1 (Sorgenti del Fiume Verde-Monte Amaro),42.0831422,14.1379820
Setiero fra la Rava della vespa e la Rava del Ferro,42.0969059,14.0568692
S (Sentiero dello Spirito),42.1156803,13.9790044
Strada Statale 487 di Caramanico Terme,42.0818201,14.0308033
B1 - S (Sentiero dello Spirito),42.1610896,14.0731753
B2 - S (Sentiero dello Spirito),42.1595635,14.0467414
Contrada Canale,42.1474250,14.0160988
Contrada San Giovanni,42.2071688,13.9921132
Contrada San Nicolao,42.1399012,14.0314025
Contrada Santa Croce Fonte,42.1601142,14.0088369
Corso Gaetano Bernardi,42.1568818,14.0033654
Corso Reale,42.1876674,13.9698828
Corso Umberto I,42.1556367,14.0022440
Guado S. Antonio,42.1438029,14.0465893
Piazza Giuseppe Garibaldi,42.1582137,13.9996255
Piazza Luigi de Dominicis,42.1588851,13.9981943
Piazza Mazzini,42.1574204,14.0027497
Ponte del Luco,42.1937678,13.9601194
P (Sentiero del Parco),42.1283035,14.1151772
P (Sentiero del Parco) - S (Sentiero dello Spirito),42.1498876,13.9898332
S (Sentiero dello Spirito),42.1608012,14.0277252
Strada Provinciale 69,42.1571008,13.9960529
Strada Statale 487 di Caramanico Terme,42.1528626,14.0043768
Via Cappuccini,42.1584921,14.0064901
Via Castello,42.1571990,14.0042952
Via Colle,42.1563593,14.0037108
Via D'Acquino,42.1578425,14.0012142
Via del Carmine,42.1578278,14.0003266
Via della Libertà,42.1607362,14.0073251
Via della Pace,42.1869623,13.9715704
Via della Riga,42.1592372,13.9972424
Via delle Rose,42.1591778,13.9975532
Via del Morrone,42.1589432,13.9976787
Via Dietro le Mura,42.1582692,14.0019372
Via Dietro Le Mura,42.1974627,13.9848684
Via Duca degli Abruzzi,42.1580417,14.0018822
Via Galliano,42.1577022,14.0016819
Via Grilli,42.1581587,14.0008912
Viale Fonte Grande,42.1553086,14.0038247
Viale Roma,42.1584570,14.0057744
Via Maiella,42.1556889,14.0039781
Via Marino da Caramanico,42.1574284,14.0023881
Via Martiri Caramanichesi,42.1594811,14.0045849
Via San Maurizio,42.1582839,13.9999955
Via S. Giovanni,42.1590116,13.9978097
Via Silvino Olivieri,42.1584867,13.9996103
Via S. Leonardo,42.1588120,13.9995313
Via Torre Alta,42.1585549,14.0039769
Via Tre Marie,42.1576572,14.0022588
Via Vallicelle,42.1590497,14.0012612
Via Vittorio Emanuele II,42.1572821,14.0021783
Vico del Giglio,42.1587008,13.9979631
Fonte delle Fratte,42.1722213,13.9388569
Fonte del Tasso - Stazzi di Carnevale,42.1668055,13.9098484
Fonte Fredda-Cresta,42.1465947,13.9128417
Fonte Lagonero,42.1475518,13.9592874
