Borgo delle Volte,44.3980249,10.1051612
da verificare,44.3767191,10.1025137
Piazza dell'emigrante,44.3892010,10.0985168
Piazza Fiera Grossa,44.3699454,10.1371533
Piazza Fontana di Mezzo,44.3971845,10.1048000
Strada alla Bosa,44.3743810,10.1452870
Strada della Colla,44.3889173,10.0973394
Strada delle Piane,44.3951554,10.1043223
Strada di Cozzanello,44.4284873,10.1453217
Strada Monte Navert,44.3902738,10.0985391
Strada Parco dei Cento Laghi,44.4093485,10.1242751
Strada Passo della Colla,44.3901441,10.0613246
Strada per Pratospilla,44.3752605,10.1355395
Strada Provinciale 665R Massese,44.3743836,10.1374661
Strada provinciale del Confine Massese,44.3624521,10.1389633
Strada provinciale di Val d'Enza,44.3805331,10.1538071
Strada Valditacca-Passo della Colla,44.3851664,10.0843942
Strada Vecciatica,44.4139727,10.1367161
Via Aostana,44.3921427,10.1175992
Via Brigata Alpina Julia,44.4133851,10.1236763
Via Casanuova,44.4282223,10.1488246
Via degli Orti,44.3967563,10.1057843
Via dei Castagni,44.3918443,10.1182364
Via dei Cavalieri,44.3968733,10.1049495
Via del Bosco,44.4086257,10.1258627
Via della Dogana,44.3702980,10.1369864
Via della Fontanella,44.3687932,10.1366228
Via della Montada,44.4275049,10.1437927
Via della Salita,44.3731911,10.1436500
Via della Volta,44.4222179,10.1340527
Via del Montale,44.4098185,10.1228428
Via del Ponte,44.4128469,10.1370362
Via del Sale,44.3695700,10.1362885
Via Lago Ballano,44.3910378,10.1201688
Via Lea Quaretti,44.3699570,10.1376624
Viale della Pace,44.4097676,10.1245126
Via Monchio Basso,44.4097913,10.1273185
Via Solaroli,44.4289715,10.1435825
Via Trecoste,44.4087972,10.1204688
Via Valle,44.4141317,10.1221069
Via Valle Alta,44.4156685,10.1209340
Via Valscura,44.3901522,10.1202620
Albareto-Passo dei Due Santi,44.4434967,9.7115460
Loc. Braiole 46,44.4490521,9.7256318
Strada Provinciale 359 di Salsomaggiore e Bardi,44.4835490,9.7034377
Strada Provinciale del Colle di Centocroci,44.4714371,9.7211353
Via Lina Pagliughi,44.4449711,9.6984213
717 Var,44.3750262,10.0428364
723 a-b,44.4033584,10.0108776
CAI 00,44.4344921,10.0054479
Cow Trail,44.4251439,10.0068364
da verificare,44.5501989,10.1516216
ex pista da sci,44.4081368,10.0080780
Fuoco e carbone,44.4121567,10.0006690
Interpoderale di Val Cornizza,44.5608268,10.0992165
Madoi e vita di Sesta,44.4331801,10.0428275
Monte Montagnana-Signatico,44.5515101,10.1191408
Passo del Cirone,44.4389189,10.0032736
Passo Sillara - Roccaferrara,44.4815994,10.0213041
Percorso didattico Torbiera di Lagdei,44.4120414,10.0081312
Pian del Freddo,44.3991800,10.0595188
Piazza Domenico Gervasi,44.4759029,10.0882941
Ponte di Sesta,44.4347212,10.0384880
Ponte Romano,44.4821958,10.0747777
route from RotherWanderführer,44.4015564,10.0060812
Sentiero 00,44.4644434,9.9678274
Sentiero abbandonato,44.4976207,10.0638022
Sentiero della Parmetta,44.3995939,10.0403890
Spiaggia Bella,44.3921295,10.0314889
Strada Cancelli-Lagdei,44.4137322,10.0144149
Strada Cancelli - Lagoni,44.3958990,10.0392578
Strada Cancelli- Lagoni,44.4110278,10.0224433
Strada Corniglio Monchio alle Corti,44.4545120,10.0917431
Strada forestale,44.4125959,10.0399866
Strada Forestale Costa Banciola,44.4275972,10.0268158
Strada Forestale dei Chiosi,44.3955735,10.0508176
Strada Passo della Colla,44.3907599,10.0474236
Strada Provinciale 13 di Corniglio,44.5179856,10.1265201
Via Alvara,44.4439718,10.0356045
Via Bassa,44.4755062,10.0880479
Via Brigate Alpine Julia,44.4454740,10.0378243
Via del Biondino,44.4447397,10.0339358
Via Lagdei,44.4456607,10.0352892
Via Lagummi,44.4431664,10.0372032
Via Martiri Bernini,44.4767122,10.0742208
Via Micheli,44.4742095,10.0879714
Via Roma,44.4742705,10.0875429
Via Santa Filomena,44.4451680,10.0341160
Via Suor Maria Baratta,44.4466331,10.0365116
Via XXIV Maggio,44.4825498,10.0719550
Alta Via dei Monti Liguri,44.4484568,9.4547269
Piazza Berto Lusardi,44.4326909,9.4914775
Piazzale Luigi Squeri,44.4326479,9.4933663
Piazza Risorgimento,44.4326468,9.4922801
Ponte dei Priori,44.4321300,9.4915166
SP27 di Cassego,44.4113606,9.4799059
Strada Isola Premassato (via Dottor Milani),44.4884009,9.6432658
strada privata,44.4331736,9.4915584
Strada Provinciale del Colle di Centocroci,44.4498516,9.6708128
Strada Statale 593,44.4293878,9.5225195
via Barca,44.4880310,9.6319221
via Casello,44.4368410,9.4878002
via Castagneto,44.4834027,9.6265397
via Cà Maiò,44.4849666,9.6286712
via Cerri,44.4789741,9.6141362
via dei Fieschi,44.4329592,9.4941124
via della Torre,44.4852163,9.6255593
via de Terry,44.4334201,9.4938082
via Furmain,44.4861745,9.6306557
via Lucchi,44.4849262,9.6277286
via Luigi Scarsella,44.4836361,9.6230584
via lungo Taro,44.4332979,9.4898478
via Lusardi,44.4736265,9.6314806
via Mantegari,44.4844952,9.6247061
via Mezzano,44.4324235,9.4903726
via Monteverdi Amabile,44.4835310,9.6259025
via Nocivelli,44.4860864,9.6290977
via Pastano,44.4824847,9.6270298
via Pometo,44.4883284,9.6242024
via Preilo,44.4853928,9.6277014
via Promenade,44.4829539,9.6233464
via Roma,44.4841952,9.6263986
da verificare,44.4149125,10.1949614
Ponte della Golara,44.3847337,10.1774104
Strada alla Chiesa,44.4812878,10.2820095
Strada Atanasio Soldati,44.4148852,10.2065832
Strada Ca' Noa,44.3901453,10.1703129
Strada Case Fratta,44.4806500,10.2733927
Strada Case Mariani,44.4789655,10.2877275
Strada Coloreto,44.4194098,10.2130469
Strada Marzin,44.3908414,10.1695692
Strada Nirone,44.3914762,10.1923928
Strada per Scurano,44.4795485,10.2907839
Strada Provinciale 665R Massese,44.4589318,10.2491320
Strada provinciale di Val d'Enza,44.3805331,10.1538071
Strada San Nicola,44.4154496,10.2039639
Strada Vaestano,44.4172252,10.2203665
Strada Valcieca - Vaestano,44.4117029,10.1986228
Strada Valcieca - Valcieca,44.3913462,10.1693824
Via della Piscina,44.4389591,10.2000462
Borgo dell'Eden,44.5140731,9.7635874
CAI 830,44.5177333,9.8830360
CAI 830a,44.5227926,9.8984336
CAI 830A,44.5260817,9.8887394
CAI 830B,44.5250888,9.8951626
CAI 833,44.4990800,9.8602685
Chiesa di Gorro,44.5229415,9.8796409
Colle delle Cento Croci,44.5160602,9.8478155
Grillo Tronco,44.5308215,9.7836808
La Colla-843-VA,44.5303179,9.8183169
Largo Roma,44.4873140,9.7649971
Largo unità d'Italia,44.4888738,9.7664179
Passo del Brattello,44.4530410,9.7845723
percorso micologico,44.4791598,9.8224417
Piazza 11 Febbraio,44.4886874,9.7685141
Piazza Cur,44.4882920,9.7666902
