Corso Carlo Pisacane,40.0365190,15.2878715
ex Ponte ferroviario del 1928,40.0883600,15.3522336
Fortini e Torri,40.0318661,15.2733675
Fortini e Torri - Sentiero del Pellegrino,40.0259351,15.2795546
Piazza Gioacchino Murat,40.0348672,15.2874256
Piazza Virgilio,40.0337974,15.2887127
Sentiero della Molpa,40.0342275,15.3035206
Sentiero della Pineta,40.0277679,15.2817285
Sentiero del Pellegrino,40.0275764,15.2687712
Strada privata,40.0382891,15.2871587
Strada provinciale SP430,40.1027356,15.3529720
traversa Verdi,40.0369582,15.2894011
Via A. Rinaldi,40.0367729,15.2877661
Via Belvedere,40.0303483,15.2872942
Via Capozzoli,40.0320278,15.2900503
Via Carminella,40.0302897,15.2927940
Via Dante,40.0339787,15.2886017
Via degli Aranci,40.0356675,15.2870574
Via del Faro,40.0256881,15.2796318
Via Enea,40.0332561,15.2856617
Via Ficocella,40.0350638,15.2883009
Via Generale Imbriaco,40.0897127,15.3253021
Via Indipendenza,40.0396050,15.2890855
Via Isca delle Donne,40.0423497,15.2973625
Via Madonna delle Grazie,40.0909524,15.3236757
Via Margherita,40.0886040,15.3444604
Via Marinella,40.0314676,15.2936883
Via Ospedale,40.0879226,15.3448120
Via Porto,40.0308785,15.2810850
Via Provinciale,40.0883758,15.3501539
Via Sant'Agata Nord,40.0419763,15.3086528
Via Santa Maria,40.0331238,15.2877164
Via Stazione,40.0896357,15.3475513
white red,40.0275448,15.2826076
white red E12 sentieri natura,40.0289682,15.2797846
Antonio Mea,39.9993468,15.3729296
CM 11,39.9996100,15.3918817
CM 11 -Sentiero per Infreschi,40.0001312,15.3949030
CM 172,39.9975603,15.4186249
C.M. 42,40.0783990,15.3893144
CM 42,40.0716413,15.3687977
CM 48,40.0684794,15.4312755
Corso Santa Rosalia,40.0194578,15.3867129
Località Riolo,40.0156742,15.3829559
Località Santa Maria del Piano,40.0243240,15.3927533
Lungomare Trieste,39.9995417,15.3739830
Lustius Michelangelo,39.9989634,15.3717101
Marianio Marchese Gaetano,40.0001352,15.3733123
Piazza Armando Diaz,40.0194514,15.3867249
Piazza San Domenico,40.0001583,15.3725569
Piazza Santa Rosalia,40.0174325,15.3854747
Piazza San Vincenzo,40.0299086,15.3727058
Piazza Semaforo,40.0199064,15.3864447
Piazza S. Rosalia,40.0179086,15.3851534
Piazza S. Vincenzo,40.0303369,15.3726600
Sentiero della Loggetta,40.0132873,15.3373257
Sentiero dell'Altipiano,40.0786720,15.3960366
Sentiero di San Iconio,40.0288372,15.3311100
Sentiero non vedenti,40.0757682,15.4048749
Sentiero panoramico Golfo di Policastro,40.0695969,15.4282029
Sentiero per Infreschi,39.9984872,15.3902575
Sentiero per non vedenti,40.0778560,15.4001022
Sentiero per Torre Fenosa,40.0069114,15.3425866
Sentiero Torre Fenosa - Torre Mozza,40.0106072,15.3390920
Strada per Torre Fenosa,40.0078350,15.3468503
Via Aldo Moro,40.0102264,15.3817590
Via A. Mancuso,39.9991681,15.3719838
Via Antonio Esposito,39.9984556,15.3714231
Via Antonio Infantini,39.9993565,15.3720033
Via Antonio Mea,39.9994922,15.3723432
Via Antonio Simoni,39.9975695,15.3709742
Via Argentina,40.0014832,15.3747740
Via Armando Diaz,40.0298140,15.3733128
Via Barbuto,40.0204684,15.3852897
Via Belvedere,39.9999681,15.3720277
Via Bolivar,40.0040070,15.3763023
Via Brasile,40.0011312,15.3734094
Via Buico,40.0371852,15.3657293
Via Caio Duilio,40.0004914,15.3730843
Via Calvario,40.0171807,15.3843339
Via Carillo,40.0205507,15.3877792
Via Carmine,40.0293463,15.3728426
Via Carmine Scarpati,40.0000732,15.3735215
Via Cavalier Gallo,40.0557480,15.3606799
Via C. Chrico,39.9979433,15.3712156
Via Cesare Battisti,40.0007623,15.3737701
Via Christoforo Colombo,40.0006747,15.3731719
Via Ciro Coppola,39.9992610,15.3721103
Via Comite,40.0016537,15.3697449
Via del Marchese,40.0004978,15.3733510
Via Domenico Jaggimo,39.9985488,15.3706397
Via Duca d'Aosta,40.0308104,15.3731333
Via Felice de Martino,40.0393454,15.3689646
Via Felice Trocoli,39.9993485,15.3732299
Via Francesco Cusati,40.0410965,15.3671824
Via Francesco Laino,39.9985998,15.3717564
Via Gioacchino Murat,40.0520571,15.3624454
Via Giovanni Lamanna,39.9983006,15.3704435
Via Giuseppe Di Vivo,40.0000456,15.3722230
Via Giuseppe Milo,39.9996909,15.3729948
Via Infantini,39.9987933,15.3713185
Via Infreschi,40.0144562,15.3916828
Via Leon di Caprera,40.0002002,15.3719095
Via L. Mazzeo,39.9992289,15.3694461
Via Michele Marsicano,40.0003736,15.3713138
Via Mingardo,40.0421340,15.3775091
Via Muzzariello,40.0212553,15.3888581
Via Nazario Sauro,40.0007255,15.3733454
